Order_ID,Customer_Name,Age,Gender,State,City,Product_Category,Product_Name,Quantity,Unit_Price,Sales_Amount,Order_Date,Payment_Method,Customer_Rating,Delivery_Status
ORD01249,Darika Kunda,45.0,Male,Karnataka,Chennai,Books,Dictionary,6.0,2137.45,12824.7,2025-12-21,Credit Card,3.9,Pending
ORD01250,Liam Gupta,45.0,Female,Delhi,Mumbai,Groceries,Oil,5.0,239.77,1198.85,2025-12-21,Credit Card,2.0,Delivered
ORD01251,Samaksh Rastogi,23.0,Female,Karnataka,Mumbai,Electronics,Mobile,4.0,3611.43,14445.72,2025-12-21,Cash,4.1,Cancelled
ORD01252,Radhika Grover,45.0,Female,Karnataka,New Delhi,Clothing,Shirt,4.0,2542.54,14445.72,2025-05-09,Cash,2.9,Pending
ORD01253,Ekiya Tank,57.0,Male,Karnataka,Mumbai,Groceries,Milk,5.0,4692.26,23461.3,2025-11-17,Net Banking,2.5,Delivered
ORD01254,Vrishti Pai,45.0,Female,Kerala,Mumbai,Furniture,Chair,2.0,4858.3,9716.6,2025-12-07,Net Banking,3.1,Delivered
ORD01255,Nisha Thakkar,50.0,Male,Kerala,Mumbai,Groceries,Rice,4.0,4858.3,9716.6,2026-03-13,UPI,4.2,Delivered
ORD01256,Gautami Ramanathan,65.0,Male,Karnataka,Kochi,Groceries,Milk,4.0,1596.95,1596.95,2025-12-24,Cash,2.0,Delivered
ORD01257,Finn Kalita,65.0,Male,Tamil Nadu,Mumbai,Groceries,Milk,7.0,4281.65,29971.55,2025-09-09,Debit Card,1.8,Pending
ORD01258,Dhruv Murty,28.0,Male,Maharashtra,Mumbai,Books,Novel,1.0,2685.07,2685.07,2025-07-03,UPI,3.2,Pending
ORD01259,Nihal Deshmukh,50.0,Female,Karnataka,Bengaluru,Furniture,Table,4.0,2685.07,3678.8,2025-05-16,UPI,3.9,Cancelled
ORD01259,Tanay Chad,55.0,Male,Tamil Nadu,Chennai,Groceries,Oil,4.0,2480.32,9921.28,2024-10-31,Debit Card,4.3,Pending
ORD01261,Ria Varkey,27.0,Female,Kerala,New Delhi,Groceries,Milk,4.0,2748.13,10992.52,2025-02-18,Debit Card,1.8,Cancelled
ORD01262,Qarin Uppal,42.0,Female,Tamil Nadu,Chennai,Electronics,Laptop,2.0,4542.56,9085.12,2025-03-26,Net Banking,2.7,Delivered
ORD01263,Ria Ranganathan,61.0,Male,Maharashtra,Bengaluru,Electronics,Headphones,1.0,3229.21,3229.21,2026-01-24,Debit Card,2.4,Delivered
ORD01264,Yachana Koshy,44.0,Female,Maharashtra,Chennai,Books,Dictionary,4.0,3065.51,12262.04,2025-10-02,Credit Card,2.0,Delivered
ORD01265,Rachana Parsa,53.0,Male,Tamil Nadu,Kochi,Electronics,Mobile,7.0,4826.29,12262.04,2025-11-05,Net Banking,1.2,Cancelled
ORD01266,Zilmil Sehgal,59.0,Male,Kerala,Mumbai,Furniture,Sofa,4.0,4918.64,19674.56,2025-01-05,Credit Card,2.4,Delivered
ORD01267,Aarna Gopal,39.0,Male,Kerala,New Delhi,Furniture,Table,8.0,3862.48,30899.84,2024-10-25,Credit Card,1.3,Delivered
ORD01268,Avi Pall,54.0,Female,Maharashtra,Bengaluru,Unknown,Shirt,8.0,4460.05,4460.05,2026-01-30,Cash,4.2,Cancelled
ORD01269,Jairaj Bandi,57.0,Female,Maharashtra,Kochi,Books,Novel,4.0,3838.87,15355.48,2024-11-04,Net Banking,4.2,Cancelled
ORD01270,Nicholas Bakshi,29.0,Male,Tamil Nadu,Kochi,Groceries,Oil,6.0,2534.72,15208.32,2025-01-08,UPI,3.3,Delivered
ORD01271,Indrajit Hegde,29.0,Female,Karnataka,Kochi,Electronics,Mobile,4.0,1181.3,4725.2,2026-02-17,UPI,3.1,Cancelled
ORD01272,Noah Garde,52.0,Male,Kerala,New Delhi,Electronics,Mobile,2.0,2797.75,5595.5,2024-12-30,Debit Card,3.3,Delivered
ORD01273,Chanchal Arya,64.0,Female,Delhi,New Delhi,Furniture,Table,1.0,3906.64,3906.64,2025-12-27,Cash,3.9,Cancelled
ORD01274,Sneha Shere,59.0,Female,Delhi,Mumbai,Furniture,Table,9.0,450.44,4053.96,2025-12-27,Cash,1.3,Cancelled
ORD01275,Yashica Nazareth,53.0,Male,Kerala,Mumbai,Furniture,Milk,10.0,1694.66,16946.6,2026-03-22,Net Banking,2.7,Cancelled
ORD01276,Kashvi Loyal,35.0,Female,Kerala,Mumbai,Groceries,Rice,2.0,2633.01,5266.02,2025-01-28,Debit Card,4.3,Cancelled
ORD01277,Avi Khalsa,45.0,Male,Kerala,Chennai,Electronics,Headphones,1.0,1803.35,10779.66,2026-06-19,Net Banking,3.5,Cancelled
ORD01278,Urvashi Mallick,47.0,Female,Kerala,Chennai,Electronics,Laptop,1.0,1712.58,6850.32,2025-06-10,Cash,1.4,Delivered
ORD01279,Lucky Kunda,45.0,Female,Maharashtra,Bengaluru,Clothing,Laptop,7.0,1763.09,12341.63,2024-07-06,Cash,3.4,Pending
ORD01280,Tanay Manne,41.0,Male,Karnataka,New Delhi,Books,Magazine,7.0,4530.94,31716.58,2025-09-22,UPI,5.0,Cancelled
ORD01281,Abeer Handa,18.0,Female,Maharashtra,Mumbai,Clothing,Jacket,10.0,2935.18,29351.8,2025-05-03,Debit Card,4.2,Delivered
ORD01282,Neha Loke,48.0,Male,Kerala,Chennai,Clothing,Jacket,5.0,778.52,3892.6,2024-09-07,Net Banking,4.3,Pending
ORD01283,Tristan Wadhwa,34.0,Female,Karnataka,Chennai,Clothing,Shirt,5.0,2290.17,11450.85,2025-05-21,Debit Card,3.8,Delivered
ORD01284,Agastya Sodhi,19.0,Female,Delhi,Bengaluru,Clothing,Jeans,8.0,2843.05,22744.4,2024-11-24,Net Banking,1.6,Pending
ORD01285,Vasatika Chaudhary,43.0,Female,Tamil Nadu,Mumbai,Furniture,Sofa,4.0,107.7,430.8,2025-11-30,Net Banking,4.1,Delivered
ORD01286,Hamsini Pandya,43.0,Female,Delhi,New Delhi,Electronics,Headphones,5.0,107.7,8161.65,2024-08-07,Credit Card,3.2,Cancelled
ORD01286,Rachita Dave,35.0,Male,Tamil Nadu,Mumbai,Groceries,Milk,8.0,248.93,1991.44,2026-03-01,UPI,4.1,Delivered
ORD01288,Farhan Mittal,43.0,Male,Karnataka,Chennai,Books,Dictionary,7.0,441.86,3093.02,2025-09-02,Credit Card,1.8,Delivered
ORD01289,Ganga Chhabra,55.0,Male,Kerala,New Delhi,Clothing,Shirt,4.0,662.46,2649.84,2025-01-13,Cash,2.4,Pending
ORD01290,Tristan Chhabra,60.0,Female,Delhi,Chennai,Groceries,Milk,8.0,662.46,18332.96,2025-04-01,UPI,3.1,Pending
ORD01291,Megha Sampath,33.0,Male,Kerala,Chennai,Furniture,Table,8.0,4498.38,31488.66,2025-04-01,UPI,1.5,Delivered
ORD01291,Mohini Parmer,42.0,Male,Tamil Nadu,Kochi,Electronics,Mobile,6.0,4298.86,31488.66,2024-09-01,Net Banking,3.1,Delivered
ORD01293,Champak Lal,45.0,Male,Kerala,Kochi,Books,Novel,2.0,1785.92,10779.66,2026-01-24,Debit Card,1.1,Pending
ORD01294,Advik Dutt,30.0,Male,Maharashtra,Chennai,Furniture,Novel,10.0,3490.96,34909.6,2025-09-04,Net Banking,4.4,Delivered
ORD01295,Anmol Venkataraman,21.0,Male,Delhi,Mumbai,Electronics,Laptop,10.0,1142.5,1142.5,2026-04-06,Cash,4.7,Pending
ORD01296,Nandini Prasad,24.0,Male,Tamil Nadu,Bengaluru,Furniture,Table,9.0,3210.29,28892.61,2026-04-06,UPI,3.1,Pending
ORD01297,Vedika Sandhu,24.0,Female,Tamil Nadu,Bengaluru,Furniture,Sofa,8.0,3645.46,29163.68,2024-07-22,Debit Card,2.8,Delivered
ORD01298,Yashvi Dubey,58.0,Male,Delhi,Kochi,Books,Magazine,3.0,1194.59,3583.77,2024-08-27,Debit Card,1.4,Cancelled
ORD01299,Lohit Chaudhari,47.0,Male,Delhi,Bengaluru,Books,Magazine,2.0,411.19,822.38,2026-05-09,Debit Card,3.5,Cancelled
ORD01300,Samaksh Dass,29.0,Male,Karnataka,Kochi,Groceries,Oil,2.0,4949.57,49495.7,2026-05-09,Cash,3.2,Cancelled
ORD01301,Upkaar Srivastava,45.0,Male,Maharashtra,Mumbai,Books,Dictionary,6.0,865.84,5195.04,2026-02-07,Cash,2.5,Cancelled
ORD01302,Darpan Deo,21.0,Male,Maharashtra,New Delhi,Furniture,Chair,10.0,317.63,5195.04,2026-03-15,Cash,2.5,Cancelled
ORD01303,Jasmit Subramanian,55.0,Male,Tamil Nadu,Chennai,Furniture,Chair,6.0,4913.15,29478.9,2026-03-25,Cash,2.6,Delivered
ORD01304,Unnati Sur,60.0,Male,Karnataka,Chennai,Books,Dictionary,5.0,1321.12,10779.66,2024-07-10,Cash,2.2,Cancelled
ORD01305,Rishi Balasubramanian,33.0,Male,Delhi,Chennai,Books,Dictionary,3.0,2257.37,6772.11,2025-07-27,Net Banking,2.9,Pending
ORD01306,Yauvani Konda,50.0,Female,Kerala,Chennai,Books,Dictionary,1.0,551.0,551.0,2024-10-15,Debit Card,4.5,Cancelled
ORD01307,Daksh Dhar,32.0,Male,Karnataka,Kochi,Clothing,Shirt,2.0,2163.3,4326.6,2025-11-08,Net Banking,4.0,Delivered
ORD01308,Tara Tiwari,45.0,Male,Tamil Nadu,Bengaluru,Furniture,Chair,10.0,2583.25,25832.5,2025-12-01,Debit Card,3.9,Pending
ORD01309,Bhanumati Murty,39.0,Female,Maharashtra,Chennai,Groceries,Oil,5.0,1502.73,7513.65,2026-01-15,Net Banking,2.0,Cancelled
ORD01310,Kavya Bhatt,29.0,Male,Maharashtra,Kochi,Clothing,Shirt,9.0,4880.24,43922.16,2025-09-12,Debit Card,4.3,Delivered
ORD01311,Henry Nanda,35.0,Female,Delhi,New Delhi,Clothing,Jeans,1.0,4690.52,4690.52,2026-03-10,Debit Card,2.8,Cancelled
ORD01312,Advaith Tiwari,36.0,Male,Kerala,Kochi,Electronics,Headphones,4.0,4476.8,17907.2,2025-08-04,Credit Card,2.6,Delivered
ORD01313,Divya Narain,18.0,Female,Tamil Nadu,Kochi,Books,Dictionary,7.0,3780.04,26460.28,2025-04-02,Credit Card,3.8,Pending
ORD01314,Divya Narain,22.0,Female,Tamil Nadu,Chennai,Groceries,Milk,1.0,1163.24,1163.24,2025-12-25,Credit Card,2.8,Pending
ORD01315,Adya Wable,62.0,Female,Kerala,Mumbai,Books,Magazine,1.0,4204.08,4204.08,2024-12-24,Debit Card,3.1,Pending
ORD01316,Eshana Lad,42.0,Male,Tamil Nadu,Kochi,Books,Magazine,3.0,2565.32,7695.96,2024-11-14,Debit Card,3.1,Cancelled
ORD01317,Radhika Saraf,53.0,Male,Delhi,New Delhi,Groceries,Rice,7.0,4306.26,30143.82,2024-06-29,UPI,1.4,Delivered
ORD01318,Manya Thakkar,33.0,Male,Kerala,Chennai,Furniture,Sofa,9.0,1495.02,13455.18,2025-11-04,Cash,2.2,Cancelled
ORD01319,Upasna Kapoor,54.0,Female,Delhi,Mumbai,Books,Magazine,1.0,988.69,988.69,2025-08-09,Debit Card,2.7,Cancelled
ORD01320,Frederick Ramesh,20.0,Female,Tamil Nadu,Kochi,Groceries,Oil,2.0,4684.16,9368.32,2024-08-11,UPI,3.5,Delivered
ORD01321,Advika Mukherjee,35.0,Female,Tamil Nadu,Chennai,Electronics,Laptop,5.0,4826.7,24133.5,2024-11-23,Cash,4.0,Delivered
ORD01322,Atharv Biswas,65.0,Female,Karnataka,Chennai,Furniture,Sofa,4.0,422.55,1690.2,2025-01-22,Credit Card,2.4,Delivered
ORD01323,Tejas Parmer,18.0,Female,Kerala,Kochi,Groceries,Oil,6.0,1154.39,6926.34,2025-06-07,Credit Card,4.7,Pending
ORD01324,Samarth Subramaniam,47.0,Female,Delhi,Mumbai,Furniture,Chair,7.0,3362.31,23536.17,2026-01-12,UPI,4.8,Pending
ORD01325,Orinder Bhavsar,26.0,Male,Karnataka,Mumbai,Groceries,Oil,7.0,424.48,848.96,2025-08-18,Cash,2.3,Pending
ORD01326,Ekaja Kakar,30.0,Female,Maharashtra,New Delhi,Books,Novel,2.0,4384.17,8768.34,2025-01-08,UPI,4.3,Cancelled
ORD01327,Zayyan Hari,43.0,Male,Kerala,New Delhi,Clothing,Jacket,2.0,2113.68,10779.66,2025-08-01,Cash,2.6,Pending
ORD01328,Ayushman Sawhney,20.0,Male,Kerala,New Delhi,Clothing,Shirt,5.0,4647.12,23235.6,2026-06-04,Net Banking,3.2,Delivered
ORD01329,Onveer Bhatnagar,59.0,Male,Kerala,New Delhi,Furniture,Chair,8.0,1400.27,11202.16,2025-06-13,Credit Card,3.4,Delivered
ORD01330,Maanav Gill,47.0,Male,Kerala,Mumbai,Books,Dictionary,2.0,2608.66,11202.16,2025-09-09,Net Banking,4.6,Delivered
ORD01331,Kabir Pathak,28.0,Female,Maharashtra,Chennai,Furniture,Sofa,3.0,2961.88,8885.64,2025-02-27,Credit Card,2.3,Delivered
ORD01332,Yash Krishna,56.0,Male,Delhi,Chennai,Books,Magazine,8.0,222.44,1779.52,2025-09-23,UPI,4.1,Delivered
ORD01333,Michael Lad,37.0,Male,Delhi,Bengaluru,Groceries,Milk,8.0,2480.18,7440.54,2025-05-28,Debit Card,3.2,Cancelled
ORD01334,Rachana Sinha,30.0,Female,Delhi,Mumbai,Books,Dictionary,8.0,2332.44,18659.52,2026-02-03,Credit Card,4.3,Pending
ORD01335,Michael Loke,48.0,Male,Karnataka,Bengaluru,Books,Magazine,8.0,1762.36,14098.88,2025-11-16,Cash,1.7,Pending
ORD01336,Janya Lanka,29.0,Male,Maharashtra,Kochi,Groceries,Milk,4.0,4539.38,18157.52,2024-08-15,UPI,1.9,Cancelled
ORD01337,Lipika Morar,31.0,Male,Delhi,Kochi,Groceries,Milk,10.0,4056.6,40566.0,2026-05-26,Debit Card,2.2,Cancelled
ORD01338,Aadi Varughese,24.0,Male,Karnataka,Bengaluru,Clothing,Jeans,8.0,2072.15,16577.2,2026-05-26,UPI,2.7,Delivered
ORD01339,Sai Basak,34.0,Female,Kerala,Bengaluru,Electronics,Jeans,5.0,948.97,4744.85,2024-08-29,Net Banking,1.5,Pending
ORD01340,Pushti Majumdar,36.0,Female,Maharashtra,New Delhi,Clothing,Jeans,4.0,107.23,428.92,2025-05-02,Cash,1.5,Cancelled
ORD01341,Balendra Sarraf,33.0,Male,Delhi,New Delhi,Electronics,Mobile,10.0,1052.5,10525.0,2024-07-21,Cash,4.8,Delivered
ORD01342,Madhav Jayaraman,33.0,Male,Karnataka,Mumbai,Groceries,Oil,6.0,2412.07,14472.42,2024-09-25,Credit Card,3.9,Pending
ORD01343,Jalsa Mani,23.0,Female,Kerala,Bengaluru,Unknown,Sofa,3.0,2412.07,12562.89,2025-10-30,Cash,1.4,Pending
ORD01344,Saksham Khatri,57.0,Female,Kerala,Chennai,Furniture,Chair,3.0,1080.48,8643.84,2026-03-17,Cash,2.6,Cancelled
ORD01345,Jhalak Singh,48.0,Female,Delhi,Bengaluru,Groceries,Milk,1.0,2621.54,2621.54,2025-02-27,Credit Card,3.4,Delivered
ORD01346,Jhalak Singh,36.0,Male,Tamil Nadu,Mumbai,Clothing,Shirt,9.0,3400.89,30608.01,2024-08-16,Debit Card,4.8,Cancelled
ORD01347,Shravya Sridhar,50.0,Male,Kerala,Chennai,Electronics,Laptop,5.0,3242.86,16214.3,2026-03-11,Cash,4.2,Cancelled
ORD01348,Mahika Ramesh,42.0,Male,Kerala,Chennai,Electronics,Laptop,1.0,3242.86,4248.8,2024-09-03,Debit Card,2.5,Pending
ORD01349,Gaurangi Manne,41.0,Female,Karnataka,Chennai,Groceries,Rice,8.0,3189.45,25515.6,2024-07-04,Credit Card,4.9,Delivered
ORD01350,Saanvi Sandhu,31.0,Female,Maharashtra,Mumbai,Groceries,Mobile,3.0,2594.36,7783.08,2024-07-04,Debit Card,2.5,Pending
ORD01351,Saanvi Sandhu,38.0,Male,Kerala,New Delhi,Electronics,Headphones,7.0,2185.2,15296.4,2025-08-07,UPI,2.0,Cancelled
ORD01352,Zayyan Kurian,31.0,Male,Maharashtra,Bengaluru,Books,Dictionary,2.0,3825.9,10779.66,2025-08-11,UPI,1.7,Cancelled
ORD01352,David Sanghvi,63.0,Female,Karnataka,Kochi,Clothing,Jacket,7.0,1188.91,10779.66,2026-02-09,Debit Card,4.1,Delivered
ORD01354,Leena Contractor,38.0,Male,Maharashtra,Kochi,Electronics,Headphones,3.0,1071.18,8322.37,2024-11-24,Credit Card,2.3,Delivered
ORD01355,Anirudh Choudhry,44.0,Male,Delhi,Mumbai,Books,Dictionary,10.0,1848.45,18484.5,2024-10-09,Credit Card,2.5,Pending
ORD01356,Warda Grewal,63.0,Male,Tamil Nadu,Mumbai,Electronics,Laptop,9.0,1237.7,11139.3,2024-11-05,UPI,4.5,Delivered
ORD01357,Tristan Bhardwaj,37.0,Male,Karnataka,Mumbai,Groceries,Oil,4.0,4661.85,18647.4,2026-05-29,Cash,4.3,Cancelled
ORD01358,Vasana Das,25.0,Male,Kerala,Bengaluru,Books,Magazine,2.0,3411.46,6822.92,2025-03-31,Credit Card,4.1,Delivered
ORD01359,Leena Arora,29.0,Male,Tamil Nadu,Kochi,Books,Headphones,3.0,775.7,2327.1,2025-10-02,Net Banking,4.0,Cancelled
ORD01360,Wishi Kala,39.0,Female,Kerala,New Delhi,Unknown,Shirt,5.0,352.76,1763.8,2024-12-18,UPI,2.4,Delivered
ORD01361,Aayush Amble,23.0,Female,Maharashtra,New Delhi,Books,Shirt,6.0,902.32,5413.92,2026-02-20,UPI,4.7,Delivered
ORD01362,Idika Saran,33.0,Female,Delhi,New Delhi,Furniture,Chair,1.0,3124.32,3124.32,2026-05-26,UPI,1.1,Pending
ORD01363,Qushi Chahal,57.0,Male,Karnataka,Bengaluru,Furniture,Shirt,5.0,356.77,1783.85,2025-01-07,Net Banking,1.1,Pending
ORD01364,Kavya Seth,28.0,Male,Delhi,New Delhi,Groceries,Rice,3.0,1422.15,4266.45,2024-07-21,Cash,3.6,Delivered
ORD01365,Benjamin Khurana,35.0,Female,Kerala,New Delhi,Groceries,Milk,10.0,3620.92,36209.2,2025-05-17,Cash,3.9,Pending
ORD01366,Noah Atwal,30.0,Female,Kerala,Chennai,Furniture,Table,5.0,1255.37,6276.85,2026-04-20,Cash,1.1,Cancelled
ORD01367,Oscar Virk,47.0,Male,Delhi,Kochi,Books,Dictionary,3.0,4663.39,13990.17,2024-07-22,Net Banking,1.1,Pending
ORD01368,Mekhala Arora,24.0,Female,Delhi,Mumbai,Electronics,Laptop,2.0,1924.07,3848.14,2025-06-27,Cash,2.6,Pending
ORD01369,Ekbal Vaidya,28.0,Female,Kerala,New Delhi,Furniture,Table,7.0,297.56,2082.92,2025-03-25,Credit Card,1.8,Cancelled
ORD01370,Ojasvi Rao,65.0,Male,Maharashtra,Mumbai,Books,Novel,6.0,1827.64,10965.84,2025-03-30,Net Banking,2.8,Delivered
ORD01371,Varsha Nayar,60.0,Male,Maharashtra,Chennai,Furniture,Sofa,6.0,2469.9,14819.4,2026-01-19,Debit Card,4.8,Delivered
ORD01372,Chatresh Kala,43.0,Male,Kerala,Mumbai,Books,Magazine,6.0,1433.79,1433.79,2025-06-13,Cash,3.2,Pending
ORD01373,Liam Mallick,43.0,Male,Kerala,Chennai,Electronics,Headphones,9.0,2155.32,19397.88,2026-06-04,Cash,4.9,Delivered
ORD01374,Adya Hora,42.0,Female,Kerala,Chennai,Clothing,Jeans,9.0,462.29,4160.61,2024-09-19,Cash,2.5,Delivered
ORD01375,Nachiket Badal,52.0,Male,Delhi,Mumbai,Groceries,Oil,8.0,2264.56,18116.48,2025-12-12,UPI,2.5,Pending
ORD01376,Eshana Ratti,33.0,Male,Tamil Nadu,Mumbai,Groceries,Rice,4.0,3793.92,15175.68,2025-06-06,Net Banking,2.5,Cancelled
ORD01377,Niharika Kadakia,50.0,Female,Maharashtra,Chennai,Electronics,Mobile,8.0,4428.67,35429.36,2026-06-08,Net Banking,3.2,Delivered
ORD01378,Kevin Venkatesh,65.0,Female,Kerala,Mumbai,Books,Magazine,2.0,3215.35,6430.7,2025-02-23,Credit Card,3.7,Delivered
ORD01379,Warjas Doshi,52.0,Male,Tamil Nadu,Bengaluru,Books,Dictionary,7.0,3854.1,26978.7,2025-02-11,Net Banking,2.6,Delivered
ORD01380,Jhalak Kannan,58.0,Female,Tamil Nadu,Bengaluru,Electronics,Laptop,6.0,4065.14,24390.84,2026-04-21,Cash,2.8,Cancelled
ORD01381,Azaan Karnik,63.0,Male,Karnataka,New Delhi,Clothing,Shirt,3.0,670.38,2011.14,2025-06-23,UPI,1.1,Cancelled
ORD01382,Jack Sahota,52.0,Male,Kerala,Kochi,Books,Dictionary,7.0,4413.66,30895.62,2024-06-30,Net Banking,2.0,Delivered
ORD01383,Ekta Varkey,40.0,Male,Maharashtra,Kochi,Electronics,Mobile,4.0,3093.53,12374.12,2026-05-09,Credit Card,3.6,Cancelled
ORD01384,Hitesh Sood,32.0,Female,Maharashtra,Bengaluru,Groceries,Milk,7.0,2116.23,14813.61,2024-06-26,Credit Card,3.8,Delivered
ORD01385,Forum Balay,57.0,Male,Kerala,Bengaluru,Electronics,Mobile,8.0,2116.23,26536.8,2025-10-04,Credit Card,1.2,Delivered
ORD01386,Kiaan Halder,57.0,Male,Kerala,Mumbai,Books,Dictionary,5.0,4783.42,23917.1,2025-10-23,Cash,2.7,Cancelled
ORD01387,Yuvraj Tata,25.0,Male,Maharashtra,Kochi,Groceries,Milk,8.0,3429.78,27438.24,2025-11-03,Net Banking,4.5,Delivered
ORD01388,Janani Nadig,31.0,Female,Maharashtra,Kochi,Groceries,Sofa,7.0,4804.12,33628.84,2026-02-19,Cash,1.6,Delivered
ORD01389,Adweta Tara,30.0,Female,Karnataka,New Delhi,Books,Magazine,2.0,4293.63,8587.26,2024-11-22,Debit Card,1.7,Delivered
ORD01390,Widisha Prashad,43.0,Male,Delhi,Bengaluru,Unknown,Oil,2.0,4812.63,9625.26,2026-05-11,Net Banking,4.0,Cancelled
ORD01391,Siddharth Choudhury,49.0,Female,Maharashtra,Bengaluru,Groceries,Laptop,8.0,2498.2,19985.6,2026-05-30,Credit Card,1.9,Pending
ORD01392,Siddharth Choudhury,43.0,Male,Maharashtra,Kochi,Electronics,Headphones,7.0,1019.91,7139.37,2026-06-11,Debit Card,3.1,Delivered
ORD01393,Ishanvi Ahuja,46.0,Female,Karnataka,New Delhi,Electronics,Mobile,7.0,2767.59,19373.13,2025-10-13,Debit Card,4.7,Delivered
ORD01394,Harinakshi Biswas,51.0,Female,Karnataka,Chennai,Books,Dictionary,8.0,2767.59,8179.12,2026-01-03,Cash,3.0,Pending
ORD01395,Lipika Sunder,33.0,Female,Tamil Nadu,Mumbai,Groceries,Milk,10.0,1018.08,10180.8,2025-01-02,UPI,4.4,Cancelled
ORD01396,Hredhaan Zachariah,24.0,Female,Kerala,New Delhi,Books,Novel,9.0,2035.93,18323.37,2024-11-12,Cash,2.9,Pending
ORD01397,Aryan Nath,18.0,Male,Kerala,Kochi,Electronics,Headphones,2.0,3182.16,6364.32,2025-12-14,Credit Card,2.6,Pending
ORD01398,Elijah Pradhan,19.0,Female,Kerala,Chennai,Groceries,Milk,5.0,3296.31,16481.55,2024-08-20,Debit Card,2.4,Delivered
ORD01399,Inaya Ganesan,43.0,Male,Delhi,Mumbai,Electronics,Headphones,1.0,3247.15,3247.15,2025-08-08,Cash,1.7,Cancelled
ORD01400,Sai Kuruvilla,48.0,Female,Tamil Nadu,Chennai,Clothing,Jeans,5.0,879.67,4398.35,2025-12-19,Debit Card,4.0,Delivered
ORD01400,Zayyan Barad,62.0,Male,Delhi,Chennai,Furniture,Sofa,8.0,970.31,7762.48,2025-05-11,Cash,2.9,Cancelled
ORD01400,Yasti Pandya,61.0,Male,Maharashtra,Bengaluru,Electronics,Mobile,5.0,1554.56,7772.8,2024-07-13,Cash,1.7,Cancelled
ORD01403,Ekapad Rege,65.0,Male,Karnataka,Kochi,Unknown,Jeans,8.0,3880.26,31042.08,2025-01-13,Net Banking,3.5,Delivered
ORD01404,Aadi Rege,52.0,Male,Kerala,Bengaluru,Books,Novel,2.0,3449.74,6899.48,2026-05-08,Cash,2.6,Pending
ORD01405,Bina Deshpande,57.0,Male,Maharashtra,New Delhi,Furniture,Sofa,6.0,3919.58,23517.48,2025-09-08,Cash,2.6,Cancelled
ORD01406,Faras Hegde,20.0,Female,Kerala,New Delhi,Furniture,Chair,5.0,4819.97,24099.85,2025-07-15,Credit Card,4.4,Delivered
ORD01407,Anusha Srinivasan,58.0,Male,Kerala,New Delhi,Groceries,Chair,1.0,4042.24,4042.24,2024-09-07,Credit Card,4.6,Cancelled
ORD01408,Advay Mani,63.0,Female,Kerala,Chennai,Books,Novel,4.0,732.6,2930.4,2024-07-25,Debit Card,4.5,Cancelled
ORD01409,Faqid Choudhury,42.0,Female,Maharashtra,New Delhi,Groceries,Oil,7.0,2465.14,17255.98,2024-12-04,Credit Card,2.7,Delivered
ORD01410,Jagat Sanghvi,45.0,Male,Delhi,Mumbai,Furniture,Table,7.0,4033.19,28232.33,2024-12-04,Credit Card,1.6,Cancelled
ORD01411,Siddharth Vasa,56.0,Female,Kerala,Mumbai,Clothing,Jacket,6.0,4378.66,26271.96,2024-09-06,Cash,3.8,Delivered
ORD01412,Avi Raja,29.0,Male,Delhi,Mumbai,Furniture,Table,3.0,4691.06,14073.18,2025-01-20,Debit Card,4.3,Pending
ORD01413,Naksh Rout,23.0,Male,Kerala,Bengaluru,Groceries,Oil,3.0,2364.04,18912.32,2026-01-12,UPI,2.9,Delivered
ORD01414,Varenya Chowdhury,37.0,Female,Karnataka,Kochi,Groceries,Rice,4.0,3881.94,15527.76,2024-09-13,Cash,4.0,Delivered
ORD01415,Vrinda Koshy,47.0,Male,Karnataka,Kochi,Electronics,Laptop,10.0,3881.94,10779.66,2024-12-08,Debit Card,3.8,Cancelled
ORD01416,Chandresh Khosla,30.0,Male,Karnataka,Chennai,Clothing,Jeans,9.0,685.5,6169.5,2026-01-31,Cash,2.3,Delivered
ORD01417,Chandresh Khosla,40.0,Male,Kerala,Mumbai,Clothing,Jeans,5.0,3701.62,18508.1,2025-04-26,Credit Card,2.0,Cancelled
ORD01418,Warhi Mutti,61.0,Male,Delhi,Chennai,Electronics,Mobile,3.0,2674.89,8024.67,2025-12-03,Net Banking,3.7,Delivered
ORD01419,Vritti Borde,60.0,Female,Maharashtra,Mumbai,Clothing,Jeans,3.0,3987.4,35886.6,2026-04-26,Credit Card,4.4,Delivered
ORD01420,Kiaan Naidu,19.0,Female,Tamil Nadu,Chennai,Electronics,Headphones,7.0,4005.57,28038.99,2026-01-04,Cash,3.9,Delivered
ORD01421,Nicholas Venkataraman,63.0,Female,Karnataka,New Delhi,Furniture,Chair,3.0,237.16,711.48,2025-02-15,Cash,4.7,Cancelled
ORD01422,Dayita Walla,63.0,Female,Tamil Nadu,Kochi,Unknown,Jacket,2.0,2209.9,4419.8,2025-02-15,Debit Card,2.4,Pending
ORD01423,Charvi Narang,37.0,Female,Delhi,Chennai,Furniture,Jacket,10.0,362.84,3628.4,2025-02-15,Net Banking,2.9,Pending
ORD01424,Tanvi Badal,29.0,Male,Tamil Nadu,New Delhi,Furniture,Rice,1.0,3843.61,3843.61,2025-02-16,UPI,3.9,Delivered
ORD01425,Ishaan Kara,43.0,Male,Tamil Nadu,Kochi,Groceries,Oil,1.0,2034.71,10779.66,2025-07-11,Debit Card,2.3,Cancelled
